"Specimen","Organism","Amikacin","Amoxicillin","Ampicillin","Azithromycin","Bacitracin","Cefalexin","Cefazolin","Cefiofur","Cefovecin","Cefoxitin","Cefpodoxime","Ceftazidime","Ceftiofur","Cephalexin","Cephalothin","Chloramphenicol","Chlortetracycline","Ciprofloxacin","Clarithromycin","Clindamycin","CTZD","Danofloxacin","Doxycycline","Enrofloxacin","Erythromycin","Florfenicol","Gamithromycin","Gentamicin","Imipenem","Marbofloxacin","Minocycline","Moxifloxacin","Neomycin","Nitrofurantoin","Novobiocin","Ofloxacin","Orbifloxacin","Oxacillin","OXYT","Oxytetracycline","Penicillin","Pirlimycin","Pradofloxacin","Rifampin","Spectinomycin","Streptomycin","Sulphadimethoxime","Sulphadimethoxine","Sulphathiazole","Tetracycline","Tiamulin","Ticarcillin","Tildipirosin","Tilmicosin","Tobramycin","Trimethoprim","Tulathromycin","Tylosin","Vancomycin"
"Nasal Sample","Proteus hauseri",0,5,13,0,2,9,16,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,1,0,0
"Nasal Sample","Proteus mirabilis",15,88,140,0,21,45,149,0,41,10,41,6,9,64,1,42,5,1,0,155,0,0,611,29,154,4,0,62,0,21,0,0,0,3,0,0,27,153,0,27,160,0,1,2,4,2,2,0,0,476,5,4,0,5,6,71,3,2,0
"Nasal Sample","Pseudomonas aeruginosa",12,408,482,0,58,192,487,0,359,133,224,5,232,78,1,468,13,5,0,158,0,0,441,74,152,20,0,27,7,4,1,7,13,2,0,2,8,154,0,71,191,1,3,12,18,0,5,15,0,169,21,15,0,21,1,237,0,0,0
"Nasal Sample","Pseudomonas alcaliphila",0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Nasal Sample","Pseudomonas sp.",0,6,13,0,0,4,13,0,5,4,4,0,6,1,0,7,0,0,0,6,0,1,2,0,5,2,0,0,1,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,2,0,0,1,2,0,2,0,6,1,1,0
"Nasal Sample","Serratia marcescens",0,49,45,0,4,20,57,0,2,9,2,0,1,10,1,8,0,0,0,19,0,0,9,1,19,0,0,0,0,0,0,0,0,0,0,0,2,22,0,4,23,1,0,1,0,0,0,1,0,24,0,0,0,0,2,1,0,0,0
"Nasal Sample","Sphingomonas paucimobilis",0,0,1,0,1,0,2,0,1,0,1,0,1,0,0,1,0,0,0,3,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"Nasal Sample","Staphylococcus aur. ss aureus",8,24,86,5,4,0,26,0,22,14,22,4,18,0,8,1,3,1,5,24,0,0,2,19,43,4,0,16,19,19,0,1,2,0,0,0,0,26,0,4,83,0,0,2,8,0,2,0,0,14,0,18,0,2,1,10,0,0,0
"Nasal Sample","Staphylococcus aureus",3,30,77,1,5,0,25,0,26,0,26,1,1,0,24,2,2,0,1,8,0,0,26,19,36,0,0,16,0,11,3,2,1,0,0,2,0,26,0,2,77,0,3,3,6,0,0,0,1,38,0,0,0,1,0,9,0,0,0
"Nasal Sample","Staphylococcus chromogenes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Nasal Sample","Staphylococcus coagulase Culture Negative Group",21,122,177,10,24,0,144,0,122,79,122,18,103,0,43,9,3,7,8,114,0,0,36,26,166,2,0,25,102,30,0,7,5,1,0,0,0,140,0,10,203,0,1,4,8,0,1,3,1,29,4,101,0,2,6,44,0,0,0
"Nasal Sample","Staphylococcus epidermidis",0,9,10,0,1,0,9,0,9,7,9,0,7,0,2,0,2,0,0,9,0,0,3,0,8,0,0,0,7,1,0,0,0,0,0,0,0,9,0,2,13,0,0,0,3,0,1,0,0,2,0,7,0,0,0,6,0,0,0
"Nasal Sample","Staphylococcus intermedius",1,0,6,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,2,2,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0
"Nasal Sample","Staphylococcus pseudintermedius",131,655,1481,0,146,2,663,0,667,89,667,1,117,0,563,282,0,38,0,823,0,0,628,632,887,0,0,402,140,632,291,47,27,2,0,12,0,651,0,80,1567,1,11,26,0,0,0,1,0,592,0,95,0,0,31,790,0,0,1
"Nasal Sample","Staphylococcus schleiferi",2,33,35,0,12,0,33,0,33,1,33,0,1,0,32,1,0,1,0,4,0,0,8,29,4,0,0,7,1,30,2,2,0,0,0,1,0,33,0,0,34,0,0,3,0,0,0,0,0,7,0,1,0,0,0,2,0,0,0
"Nasal Sample","Staphylococcus schleiferi - coag pos",2,5,6,0,5,0,4,0,6,2,6,0,3,0,2,1,0,1,0,2,0,0,0,5,2,0,0,4,2,7,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
"Nasal Sample","Stenotrophomonas maltophilia",16,13,17,0,2,9,19,0,10,4,4,6,10,0,0,5,0,0,0,4,0,0,0,0,7,0,0,16,7,0,0,0,2,0,0,0,0,8,0,2,8,0,0,2,0,0,0,0,0,4,0,9,0,0,2,3,0,0,0
"Nasal Sample","Streptococcus alpha hemolytic",33,3,7,6,12,0,26,0,17,14,17,6,22,0,0,16,13,1,9,27,0,0,34,75,91,1,0,25,5,40,0,0,16,3,0,0,0,30,0,20,56,0,0,6,2,0,13,7,1,12,2,9,0,3,2,31,0,0,0
"Nasal Sample","Streptococcus beta group - C",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,4,0,0,1,2,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nasal Sample","Streptococcus canis",15,8,12,0,89,0,11,0,13,2,10,0,5,0,4,4,0,4,0,72,0,0,73,39,99,0,0,2,1,31,1,1,26,2,0,13,0,12,0,29,23,0,0,0,1,0,0,0,0,4,1,3,0,1,2,1,0,0,0
"Nasal Sample","Streptococcus dysgalactiae",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,10,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nasal Sample","Streptococcus equi spp zooepidemicus",61,0,1,0,4,0,0,0,0,0,0,0,2,0,0,2,0,0,8,1,0,0,2,71,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,1,5,0,0,0
"Nasal Sample","Streptococcus equi ss zooepidemicus",8,0,2,5,8,0,2,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,2,7,5,0,0,2,1,0,0,0,3,0,0,0,0,4,0,2,4,0,0,1,0,0,0,0,0,25,0,1,0,0,1,2,0,0,0
"Nasal Sample","Streptococcus equi ssp equi",11,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,22,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Nasal Sample","Streptococcus minor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nasal Sample","Streptococcus non-hemolytic",3,0,0,0,7,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,4,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Nasopharyngeal Swab","Culture Negative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nasopharyngeal Swab","Pasteurella multocida",0,5,6,0,4,0,4,0,4,0,3,1,0,0,0,4,1,0,0,62,0,0,0,3,6,0,0,1,0,0,0,0,8,0,0,0,0,9,0,4,28,0,0,0,2,0,7,4,0,7,4,0,0,3,0,5,0,0,0
"Nasopharynx","Acinetobacterer sp.",2,5,11,0,2,3,27,0,6,3,4,1,10,0,1,8,0,0,0,4,0,0,1,3,8,0,0,4,0,0,0,0,0,0,0,0,0,15,0,1,21,1,0,2,0,0,0,0,0,3,0,5,0,0,0,10,0,0,0
"Nasopharynx","Bacillus sp.",2,4,29,0,5,0,34,0,46,24,35,9,39,0,0,4,1,0,0,41,0,0,3,5,8,0,0,1,0,1,0,0,1,1,0,0,0,41,0,1,61,0,0,2,2,0,1,0,0,1,6,18,0,1,0,26,0,0,0
"Nasopharynx","Corynebacterium sp.",9,77,87,0,10,0,97,0,87,47,69,5,71,0,1,15,0,15,3,98,0,0,11,95,86,2,0,24,59,4,0,3,3,31,0,3,0,156,0,6,214,0,1,12,2,0,1,1,0,8,0,66,0,4,7,54,0,0,0
"Nasopharynx","Culture Negative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nasopharynx","Escherichia coli",34,928,1482,0,40,293,651,0,503,107,553,152,186,233,24,231,39,11,0,789,1,0,489,412,693,38,0,231,2,412,1,0,11,5,1,1,255,775,0,54,868,8,7,32,8,2,24,19,0,435,78,216,0,81,6,499,1,5,0
"Nasopharynx","Staphylococcus coagulase Culture Negative Group",21,122,177,10,24,0,144,0,122,79,122,18,103,0,43,9,3,7,8,114,0,0,36,26,166,2,0,25,102,30,0,7,5,1,0,0,0,140,0,10,203,0,1,4,8,0,1,3,1,29,4,101,0,2,6,44,0,0,0
"Nasopharynx","Streptococcus alpha hemolytic",33,3,7,6,12,0,26,0,17,14,17,6,22,0,0,16,13,1,9,27,0,0,34,75,91,1,0,25,5,40,0,0,16,3,0,0,0,30,0,20,56,0,0,6,2,0,13,7,1,12,2,9,0,3,2,31,0,0,0
"Nasopharynx","Streptococcus equi ss zooepidemicus",8,0,2,5,8,0,2,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,2,7,5,0,0,2,1,0,0,0,3,0,0,0,0,4,0,2,4,0,0,1,0,0,0,0,0,25,0,1,0,0,1,2,0,0,0
"Neck","Culture Negative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Necrotic Tissue","Culture Negative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Necrotic Tissue","Streptococcus equi ss zooepidemicus",8,0,2,5,8,0,2,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,2,7,5,0,0,2,1,0,0,0,3,0,0,0,0,4,0,2,4,0,0,1,0,0,0,0,0,25,0,1,0,0,1,2,0,0,0
"Nodule","Culture Negative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nodule","Escherichia coli",34,928,1482,0,40,293,651,0,503,107,553,152,186,233,24,231,39,11,0,789,1,0,489,412,693,38,0,231,2,412,1,0,11,5,1,1,255,775,0,54,868,8,7,32,8,2,24,19,0,435,78,216,0,81,6,499,1,5,0
"Nodule","Pasteurella stomatis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nose","Corynebacterium sp.",9,77,87,0,10,0,97,0,87,47,69,5,71,0,1,15,0,15,3,98,0,0,11,95,86,2,0,24,59,4,0,3,3,31,0,3,0,156,0,6,214,0,1,12,2,0,1,1,0,8,0,66,0,4,7,54,0,0,0
"Nose","Culture Negative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nose","Pasteurella dagmatis",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Nose","Staphylococcus coagulase-Culture Negative",0,6,9,0,3,0,6,0,6,0,6,0,1,0,6,0,0,0,0,3,0,0,7,2,8,0,0,3,0,2,0,0,0,0,0,0,0,6,0,0,8,0,0,1,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0
"Ocular Discharge","Pasteurella canis",0,2,1,0,5,0,4,0,3,0,0,0,1,0,0,2,0,0,0,20,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ocular Discharge","Streptococcus canis",15,8,12,0,89,0,11,0,13,2,10,0,5,0,4,4,0,4,0,72,0,0,73,39,99,0,0,2,1,31,1,1,26,2,0,13,0,12,0,29,23,0,0,0,1,0,0,0,0,4,1,3,0,1,2,1,0,0,0
"Ocular Swab","Culture Negative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ocular Swab","Pasteurella multocida",0,5,6,0,4,0,4,0,4,0,3,1,0,0,0,4,1,0,0,62,0,0,0,3,6,0,0,1,0,0,0,0,8,0,0,0,0,9,0,4,28,0,0,0,2,0,7,4,0,7,4,0,0,3,0,5,0,0,0
"Omentum","Culture Negative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oral Swab","Aeromonas hydrophila complex",0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Oral Swab","Aeromonas hydrophila/caviae",0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"Oral Swab","Culture Negative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oral Swab","Enterococcus faecalis",301,8,10,0,16,3,411,0,344,104,169,13,138,1,25,24,0,1,0,152,0,0,26,22,100,1,0,305,1,13,3,0,24,0,0,2,0,388,0,10,17,0,10,349,4,3,1,4,0,10,5,7,0,1,19,110,0,1,0
"Oral Swab","Escherichia coli",34,928,1482,0,40,293,651,0,503,107,553,152,186,233,24,231,39,11,0,789,1,0,489,412,693,38,0,231,2,412,1,0,11,5,1,1,255,775,0,54,868,8,7,32,8,2,24,19,0,435,78,216,0,81,6,499,1,5,0
"Oral Swab","Pasteurella multocida",0,5,6,0,4,0,4,0,4,0,3,1,0,0,0,4,1,0,0,62,0,0,0,3,6,0,0,1,0,0,0,0,8,0,0,0,0,9,0,4,28,0,0,0,2,0,7,4,0,7,4,0,0,3,0,5,0,0,0
"Oral Swab","Proteus mirabilis",15,88,140,0,21,45,149,0,41,10,41,6,9,64,1,42,5,1,0,155,0,0,611,29,154,4,0,62,0,21,0,0,0,3,0,0,27,153,0,27,160,0,1,2,4,2,2,0,0,476,5,4,0,5,6,71,3,2,0
"Oral Swab","Providencia rettgeri",1,11,12,0,0,5,12,0,1,0,0,0,0,1,0,2,0,0,0,3,0,0,11,3,4,0,0,6,0,3,0,0,0,0,0,0,3,4,0,0,4,0,0,1,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0
"Oral Swab","Staphylococcus pseudintermedius",131,655,1481,0,146,2,663,0,667,89,667,1,117,0,563,282,0,38,0,823,0,0,628,632,887,0,0,402,140,632,291,47,27,2,0,12,0,651,0,80,1567,1,11,26,0,0,0,1,0,592,0,95,0,0,31,790,0,0,1
"Oral Swab","Streptococcus alpha hemolytic",33,3,7,6,12,0,26,0,17,14,17,6,22,0,0,16,13,1,9,27,0,0,34,75,91,1,0,25,5,40,0,0,16,3,0,0,0,30,0,20,56,0,0,6,2,0,13,7,1,12,2,9,0,3,2,31,0,0,0
"Orbit","Staphylococcus pseudintermedius",131,655,1481,0,146,2,663,0,667,89,667,1,117,0,563,282,0,38,0,823,0,0,628,632,887,0,0,402,140,632,291,47,27,2,0,12,0,651,0,80,1567,1,11,26,0,0,0,1,0,592,0,95,0,0,31,790,0,0,1
"Orbit","Streptococcus canis",15,8,12,0,89,0,11,0,13,2,10,0,5,0,4,4,0,4,0,72,0,0,73,39,99,0,0,2,1,31,1,1,26,2,0,13,0,12,0,29,23,0,0,0,1,0,0,0,0,4,1,3,0,1,2,1,0,0,0
"Oropharyngeal swab","Culture Negative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oropharyngeal swab","Staphylococcus pseudintermedius",131,655,1481,0,146,2,663,0,667,89,667,1,117,0,563,282,0,38,0,823,0,0,628,632,887,0,0,402,140,632,291,47,27,2,0,12,0,651,0,80,1567,1,11,26,0,0,0,1,0,592,0,95,0,0,31,790,0,0,1
"Other","Actinomyces canis",3,1,1,0,0,0,3,0,1,0,1,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"Other","Actinomyces sp.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Other","Aerococcus viridans",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"Other","Bacillus cereus",0,2,13,0,1,0,15,0,9,0,4,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0
"Other","Bacillus sp.",2,4,29,0,5,0,34,0,46,24,35,9,39,0,0,4,1,0,0,41,0,0,3,5,8,0,0,1,0,1,0,0,1,1,0,0,0,41,0,1,61,0,0,2,2,0,1,0,0,1,6,18,0,1,0,26,0,0,0
"Other","Bacillus thuringiensis",0,2,6,0,0,0,4,0,2,0,1,1,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,6,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4,0,0,0
"Other","Bibersteinia trehalosi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0
"Other","Citrobacter freundii",0,16,17,0,0,4,16,0,3,6,1,1,2,1,0,2,0,0,0,8,0,0,3,0,6,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,1,0,0,0,1,0,2,1,1,0,1,0,3,0,0,0
"Other","Corynebacterium sp.",9,77,87,0,10,0,97,0,87,47,69,5,71,0,1,15,0,15,3,98,0,0,11,95,86,2,0,24,59,4,0,3,3,31,0,3,0,156,0,6,214,0,1,12,2,0,1,1,0,8,0,66,0,4,7,54,0,0,0
"Other","Culture Negative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Other","Enterobacter cloacae",4,92,126,0,2,45,124,0,39,28,24,41,27,19,0,44,1,0,0,38,0,0,30,26,36,4,0,51,0,23,0,1,2,0,0,1,21,54,0,2,64,0,0,11,1,0,1,4,0,40,10,24,0,10,2,59,0,0,0
"Other","Enterobacter hormaechei",3,23,37,0,1,1,30,0,14,0,15,17,7,21,0,10,0,0,0,0,0,0,15,15,0,3,0,12,0,4,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,21,0,0,0,0,0,17,0,0,0
"Other","Enterococcus faecalis",301,8,10,0,16,3,411,0,344,104,169,13,138,1,25,24,0,1,0,152,0,0,26,22,100,1,0,305,1,13,3,0,24,0,0,2,0,388,0,10,17,0,10,349,4,3,1,4,0,10,5,7,0,1,19,110,0,1,0
"Other","Enterococcus faecium",155,209,215,0,2,1,211,0,190,56,83,4,66,0,8,21,4,0,0,79,0,1,36,62,140,0,0,160,68,10,3,0,7,33,0,0,0,201,0,5,222,0,4,207,3,0,0,5,0,10,1,54,0,2,2,56,0,0,0
"Other","Escherichia coli",34,928,1482,0,40,293,651,0,503,107,553,152,186,233,24,231,39,11,0,789,1,0,489,412,693,38,0,231,2,412,1,0,11,5,1,1,255,775,0,54,868,8,7,32,8,2,24,19,0,435,78,216,0,81,6,499,1,5,0
"Other","Listeria monocytogenes",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Other","Microbacterium paraoxydans",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Other","Morganella morgani ss morganii",0,17,24,0,1,11,22,0,2,0,0,1,2,0,1,9,1,0,0,8,0,0,15,4,10,2,0,3,1,2,0,0,0,0,0,0,3,11,0,2,13,1,0,2,1,0,2,0,0,12,2,1,0,2,1,6,0,0,0
"Other","Neisseria animaloris",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Other","Pantoea agglomerans",0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,12,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"Other","Pasteurella canis",0,2,1,0,5,0,4,0,3,0,0,0,1,0,0,2,0,0,0,20,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Other","Pasteurella multocida",0,5,6,0,4,0,4,0,4,0,3,1,0,0,0,4,1,0,0,62,0,0,0,3,6,0,0,1,0,0,0,0,8,0,0,0,0,9,0,4,28,0,0,0,2,0,7,4,0,7,4,0,0,3,0,5,0,0,0
"Other","Proteus mirabilis",15,88,140,0,21,45,149,0,41,10,41,6,9,64,1,42,5,1,0,155,0,0,611,29,154,4,0,62,0,21,0,0,0,3,0,0,27,153,0,27,160,0,1,2,4,2,2,0,0,476,5,4,0,5,6,71,3,2,0
"Other","Pseudomonas aeruginosa",12,408,482,0,58,192,487,0,359,133,224,5,232,78,1,468,13,5,0,158,0,0,441,74,152,20,0,27,7,4,1,7,13,2,0,2,8,154,0,71,191,1,3,12,18,0,5,15,0,169,21,15,0,21,1,237,0,0,0
"Other","Serratia marcescens",0,49,45,0,4,20,57,0,2,9,2,0,1,10,1,8,0,0,0,19,0,0,9,1,19,0,0,0,0,0,0,0,0,0,0,0,2,22,0,4,23,1,0,1,0,0,0,1,0,24,0,0,0,0,2,1,0,0,0
"Other","Staphylococcus aur. ss aureus",8,24,86,5,4,0,26,0,22,14,22,4,18,0,8,1,3,1,5,24,0,0,2,19,43,4,0,16,19,19,0,1,2,0,0,0,0,26,0,4,83,0,0,2,8,0,2,0,0,14,0,18,0,2,1,10,0,0,0
"Other","Staphylococcus aureus",3,30,77,1,5,0,25,0,26,0,26,1,1,0,24,2,2,0,1,8,0,0,26,19,36,0,0,16,0,11,3,2,1,0,0,2,0,26,0,2,77,0,3,3,6,0,0,0,1,38,0,0,0,1,0,9,0,0,0
"Other","Staphylococcus coagulase Culture Negative Group",21,122,177,10,24,0,144,0,122,79,122,18,103,0,43,9,3,7,8,114,0,0,36,26,166,2,0,25,102,30,0,7,5,1,0,0,0,140,0,10,203,0,1,4,8,0,1,3,1,29,4,101,0,2,6,44,0,0,0
"Other","Staphylococcus epidermidis",0,9,10,0,1,0,9,0,9,7,9,0,7,0,2,0,2,0,0,9,0,0,3,0,8,0,0,0,7,1,0,0,0,0,0,0,0,9,0,2,13,0,0,0,3,0,1,0,0,2,0,7,0,0,0,6,0,0,0
"Other","Staphylococcus pseudintermedius",131,655,1481,0,146,2,663,0,667,89,667,1,117,0,563,282,0,38,0,823,0,0,628,632,887,0,0,402,140,632,291,47,27,2,0,12,0,651,0,80,1567,1,11,26,0,0,0,1,0,592,0,95,0,0,31,790,0,0,1
"Other","Staphylococcus schleiferi",2,33,35,0,12,0,33,0,33,1,33,0,1,0,32,1,0,1,0,4,0,0,8,29,4,0,0,7,1,30,2,2,0,0,0,1,0,33,0,0,34,0,0,3,0,0,0,0,0,7,0,1,0,0,0,2,0,0,0
"Other","Streptococcus alpha hemolytic",33,3,7,6,12,0,26,0,17,14,17,6,22,0,0,16,13,1,9,27,0,0,34,75,91,1,0,25,5,40,0,0,16,3,0,0,0,30,0,20,56,0,0,6,2,0,13,7,1,12,2,9,0,3,2,31,0,0,0
"Other","Streptococcus canis",15,8,12,0,89,0,11,0,13,2,10,0,5,0,4,4,0,4,0,72,0,0,73,39,99,0,0,2,1,31,1,1,26,2,0,13,0,12,0,29,23,0,0,0,1,0,0,0,0,4,1,3,0,1,2,1,0,0,0
