"Organism","Antibiotic","R_count","NI_count","Blank_count","Category"
"Pasteurella multocida","Pradofloxacin",0,7,99,"Mixed/Blank Dominant"
"Pasteurella multocida","Rifampin",0,49,111,"Mixed/Blank Dominant"
"Pasteurella multocida","Spectinomycin",2,12,132,"Mixed/Blank Dominant"
"Pasteurella multocida","Streptomycin",0,0,160,"Mixed/Blank Dominant"
"Pasteurella multocida","Sulphadimethoxime",7,0,146,"Mixed/Blank Dominant"
"Pasteurella multocida","Sulphadimethoxine",4,4,146,"Mixed/Blank Dominant"
"Pasteurella multocida","Sulphathiazole",0,0,160,"Mixed/Blank Dominant"
"Pasteurella multocida","Tetracycline",7,36,99,"Mixed/Blank Dominant"
"Pasteurella multocida","Tiamulin",4,4,132,"Mixed/Blank Dominant"
"Pasteurella multocida","Ticarcillin",0,0,108,"Mixed/Blank Dominant"
"Pasteurella multocida","Tildipirosin",0,9,148,"Mixed/Blank Dominant"
"Pasteurella multocida","Tilmicosin",3,2,132,"Mixed/Blank Dominant"
"Pasteurella multocida","Tobramycin",0,0,156,"Mixed/Blank Dominant"
"Pasteurella multocida","Trimethoprim",5,6,10,"Mixed/Blank Dominant"
"Pasteurella multocida","Tulathromycin",0,25,132,"Mixed/Blank Dominant"
"Pasteurella multocida","Tylosin",0,28,132,"Mixed/Blank Dominant"
"Pasteurella multocida","Vancomycin",0,0,160,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Amikacin",0,0,0,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Amoxicillin",0,0,2,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Ampicillin",0,0,0,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Azithromycin",0,0,7,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Bacitracin",0,0,9,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","CTZD",0,0,9,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Cefalexin",0,0,8,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Cefazolin",0,0,0,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Cefiofur",0,0,9,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Cefovecin",0,2,2,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Cefoxitin",0,0,3,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Cefpodoxime",0,2,2,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Ceftazidime",0,0,6,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Ceftiofur",0,0,1,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Cephalexin",0,0,9,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Cephalothin",0,0,9,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Chloramphenicol",0,0,0,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Chlortetracycline",0,0,9,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Ciprofloxacin",0,0,9,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Clarithromycin",0,2,7,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Clindamycin",4,0,3,"R Dominant"
"Pasteurella pneumotropica","Danofloxacin",0,0,9,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Doxycycline",0,0,0,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Enrofloxacin",0,1,0,"NI Dominant"
"Pasteurella pneumotropica","Erythromycin",0,0,1,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Florfenicol",0,0,9,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Gamithromycin",0,0,9,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Gentamicin",0,0,0,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Imipenem",0,0,1,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Marbofloxacin",0,7,2,"NI Dominant"
"Pasteurella pneumotropica","Minocycline",0,0,9,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Moxifloxacin",0,0,9,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Neomycin",0,0,9,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Nitrofurantoin",0,0,9,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Novobiocin",0,0,9,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","OXYT",0,0,9,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Ofloxacin",0,0,9,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Orbifloxacin",0,1,8,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Oxacillin",1,0,1,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Oxytetracycline",0,0,9,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Penicillin",3,5,1,"NI Dominant"
"Pasteurella pneumotropica","Pirlimycin",0,0,9,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Pradofloxacin",0,0,9,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Rifampin",0,6,1,"NI Dominant"
"Pasteurella pneumotropica","Spectinomycin",0,0,9,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Streptomycin",0,0,9,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Sulphadimethoxime",0,0,9,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Sulphadimethoxine",0,0,9,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Sulphathiazole",0,0,9,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Tetracycline",0,0,7,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Tiamulin",0,0,9,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Ticarcillin",0,0,1,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Tildipirosin",0,0,9,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Tilmicosin",0,0,9,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Tobramycin",0,0,9,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Trimethoprim",0,0,0,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Tulathromycin",0,0,9,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Tylosin",0,0,9,"Mixed/Blank Dominant"
"Pasteurella pneumotropica","Vancomycin",0,0,9,"Mixed/Blank Dominant"
"Pasteurella sp.","Amikacin",0,3,0,"NI Dominant"
"Pasteurella sp.","Amoxicillin",0,0,2,"Mixed/Blank Dominant"
"Pasteurella sp.","Ampicillin",0,0,0,"Mixed/Blank Dominant"
"Pasteurella sp.","Azithromycin",0,0,14,"Mixed/Blank Dominant"
"Pasteurella sp.","Bacitracin",0,0,16,"Mixed/Blank Dominant"
"Pasteurella sp.","CTZD",0,0,16,"Mixed/Blank Dominant"
"Pasteurella sp.","Cefalexin",0,0,12,"Mixed/Blank Dominant"
"Pasteurella sp.","Cefazolin",0,0,0,"Mixed/Blank Dominant"
"Pasteurella sp.","Cefiofur",0,0,16,"Mixed/Blank Dominant"
"Pasteurella sp.","Cefovecin",0,2,2,"Mixed/Blank Dominant"
"Pasteurella sp.","Cefoxitin",0,0,7,"Mixed/Blank Dominant"
"Pasteurella sp.","Cefpodoxime",0,2,2,"Mixed/Blank Dominant"
"Pasteurella sp.","Ceftazidime",0,1,9,"Mixed/Blank Dominant"
"Pasteurella sp.","Ceftiofur",0,0,5,"Mixed/Blank Dominant"
"Pasteurella sp.","Cephalexin",0,1,15,"Mixed/Blank Dominant"
"Pasteurella sp.","Cephalothin",0,0,16,"Mixed/Blank Dominant"
"Pasteurella sp.","Chloramphenicol",0,0,0,"Mixed/Blank Dominant"
"Pasteurella sp.","Chlortetracycline",0,0,16,"Mixed/Blank Dominant"
"Pasteurella sp.","Ciprofloxacin",0,0,16,"Mixed/Blank Dominant"
"Pasteurella sp.","Clarithromycin",0,2,14,"Mixed/Blank Dominant"
"Pasteurella sp.","Clindamycin",2,0,7,"Mixed/Blank Dominant"
"Pasteurella sp.","Danofloxacin",0,0,16,"Mixed/Blank Dominant"
"Pasteurella sp.","Doxycycline",0,1,0,"NI Dominant"
"Pasteurella sp.","Enrofloxacin",0,2,0,"NI Dominant"
"Pasteurella sp.","Erythromycin",0,0,5,"Mixed/Blank Dominant"
"Pasteurella sp.","Florfenicol",0,0,16,"Mixed/Blank Dominant"
"Pasteurella sp.","Gamithromycin",0,0,16,"Mixed/Blank Dominant"
"Pasteurella sp.","Gentamicin",0,3,0,"NI Dominant"
"Pasteurella sp.","Imipenem",0,0,5,"Mixed/Blank Dominant"
"Pasteurella sp.","Marbofloxacin",0,12,2,"NI Dominant"
"Pasteurella sp.","Minocycline",0,0,16,"Mixed/Blank Dominant"
"Pasteurella sp.","Moxifloxacin",0,0,16,"Mixed/Blank Dominant"
"Pasteurella sp.","Neomycin",0,0,16,"Mixed/Blank Dominant"
"Pasteurella sp.","Nitrofurantoin",0,0,16,"Mixed/Blank Dominant"
"Pasteurella sp.","Novobiocin",0,0,16,"Mixed/Blank Dominant"
"Pasteurella sp.","OXYT",0,0,16,"Mixed/Blank Dominant"
"Pasteurella sp.","Ofloxacin",0,0,16,"Mixed/Blank Dominant"
"Pasteurella sp.","Orbifloxacin",0,3,11,"Mixed/Blank Dominant"
"Pasteurella sp.","Oxacillin",1,0,5,"Mixed/Blank Dominant"
"Pasteurella sp.","Oxytetracycline",0,0,16,"Mixed/Blank Dominant"
"Pasteurella sp.","Penicillin",4,7,5,"NI Dominant"
"Pasteurella sp.","Pirlimycin",0,0,16,"Mixed/Blank Dominant"
"Pasteurella sp.","Pradofloxacin",0,0,13,"Mixed/Blank Dominant"
"Pasteurella sp.","Rifampin",0,9,5,"NI Dominant"
"Pasteurella sp.","Spectinomycin",0,0,16,"Mixed/Blank Dominant"
"Pasteurella sp.","Streptomycin",0,0,16,"Mixed/Blank Dominant"
"Pasteurella sp.","Sulphadimethoxime",0,0,16,"Mixed/Blank Dominant"
"Pasteurella sp.","Sulphadimethoxine",0,0,16,"Mixed/Blank Dominant"
"Pasteurella sp.","Sulphathiazole",0,0,16,"Mixed/Blank Dominant"
"Pasteurella sp.","Tetracycline",1,1,11,"Mixed/Blank Dominant"
"Pasteurella sp.","Tiamulin",0,0,16,"Mixed/Blank Dominant"
"Pasteurella sp.","Ticarcillin",0,0,5,"Mixed/Blank Dominant"
"Pasteurella sp.","Tildipirosin",0,0,16,"Mixed/Blank Dominant"
"Pasteurella sp.","Tilmicosin",0,0,16,"Mixed/Blank Dominant"
"Pasteurella sp.","Tobramycin",0,0,16,"Mixed/Blank Dominant"
"Pasteurella sp.","Trimethoprim",0,0,0,"Mixed/Blank Dominant"
"Pasteurella sp.","Tulathromycin",0,0,16,"Mixed/Blank Dominant"
"Pasteurella sp.","Tylosin",0,0,16,"Mixed/Blank Dominant"
"Pasteurella sp.","Vancomycin",0,0,16,"Mixed/Blank Dominant"
"Pasteurella stomatis","Amikacin",0,2,0,"NI Dominant"
"Pasteurella stomatis","Amoxicillin",0,0,0,"Mixed/Blank Dominant"
"Pasteurella stomatis","Ampicillin",0,0,0,"Mixed/Blank Dominant"
"Pasteurella stomatis","Azithromycin",0,0,4,"Mixed/Blank Dominant"
"Pasteurella stomatis","Bacitracin",0,0,4,"Mixed/Blank Dominant"
"Pasteurella stomatis","CTZD",0,0,4,"Mixed/Blank Dominant"
"Pasteurella stomatis","Cefalexin",0,0,3,"Mixed/Blank Dominant"
"Pasteurella stomatis","Cefazolin",0,0,0,"Mixed/Blank Dominant"
"Pasteurella stomatis","Cefiofur",0,0,4,"Mixed/Blank Dominant"
"Pasteurella stomatis","Cefovecin",0,0,0,"Mixed/Blank Dominant"
"Pasteurella stomatis","Cefoxitin",0,0,3,"Mixed/Blank Dominant"
"Pasteurella stomatis","Cefpodoxime",0,0,0,"Mixed/Blank Dominant"
"Pasteurella stomatis","Ceftazidime",0,1,2,"Mixed/Blank Dominant"
"Pasteurella stomatis","Ceftiofur",0,0,3,"Mixed/Blank Dominant"
"Pasteurella stomatis","Cephalexin",0,1,3,"Mixed/Blank Dominant"
"Pasteurella stomatis","Cephalothin",0,1,3,"Mixed/Blank Dominant"
"Pasteurella stomatis","Chloramphenicol",0,0,0,"Mixed/Blank Dominant"
"Pasteurella stomatis","Chlortetracycline",0,0,4,"Mixed/Blank Dominant"
"Pasteurella stomatis","Ciprofloxacin",0,0,4,"Mixed/Blank Dominant"
"Pasteurella stomatis","Clarithromycin",0,0,4,"Mixed/Blank Dominant"
"Pasteurella stomatis","Clindamycin",1,0,2,"Mixed/Blank Dominant"
"Pasteurella stomatis","Danofloxacin",0,0,4,"Mixed/Blank Dominant"
"Pasteurella stomatis","Doxycycline",0,1,0,"NI Dominant"
"Pasteurella stomatis","Enrofloxacin",0,2,0,"NI Dominant"
"Pasteurella stomatis","Erythromycin",0,0,2,"Mixed/Blank Dominant"
"Pasteurella stomatis","Florfenicol",0,0,4,"Mixed/Blank Dominant"
"Pasteurella stomatis","Gamithromycin",0,0,4,"Mixed/Blank Dominant"
"Pasteurella stomatis","Gentamicin",0,2,0,"NI Dominant"
"Pasteurella stomatis","Imipenem",0,0,3,"Mixed/Blank Dominant"
"Pasteurella stomatis","Marbofloxacin",0,4,0,"NI Dominant"
"Pasteurella stomatis","Minocycline",0,0,3,"Mixed/Blank Dominant"
"Pasteurella stomatis","Moxifloxacin",0,0,4,"Mixed/Blank Dominant"
"Pasteurella stomatis","Neomycin",0,0,4,"Mixed/Blank Dominant"
"Pasteurella stomatis","Nitrofurantoin",0,0,4,"Mixed/Blank Dominant"
"Pasteurella stomatis","Novobiocin",0,0,4,"Mixed/Blank Dominant"
"Pasteurella stomatis","OXYT",0,0,4,"Mixed/Blank Dominant"
"Pasteurella stomatis","Ofloxacin",0,0,4,"Mixed/Blank Dominant"
"Pasteurella stomatis","Orbifloxacin",0,2,2,"Mixed/Blank Dominant"
"Pasteurella stomatis","Oxacillin",0,0,2,"Mixed/Blank Dominant"
"Pasteurella stomatis","Oxytetracycline",0,0,4,"Mixed/Blank Dominant"
"Pasteurella stomatis","Penicillin",0,2,2,"Mixed/Blank Dominant"
"Pasteurella stomatis","Pirlimycin",0,0,4,"Mixed/Blank Dominant"
"Pasteurella stomatis","Pradofloxacin",0,0,4,"Mixed/Blank Dominant"
"Pasteurella stomatis","Rifampin",0,2,2,"Mixed/Blank Dominant"
"Pasteurella stomatis","Spectinomycin",0,0,4,"Mixed/Blank Dominant"
"Pasteurella stomatis","Streptomycin",0,0,4,"Mixed/Blank Dominant"
"Pasteurella stomatis","Sulphadimethoxime",0,0,4,"Mixed/Blank Dominant"
"Pasteurella stomatis","Sulphadimethoxine",0,0,4,"Mixed/Blank Dominant"
"Pasteurella stomatis","Sulphathiazole",0,0,4,"Mixed/Blank Dominant"
"Pasteurella stomatis","Tetracycline",0,1,2,"Mixed/Blank Dominant"
"Pasteurella stomatis","Tiamulin",0,0,4,"Mixed/Blank Dominant"
"Pasteurella stomatis","Ticarcillin",0,0,3,"Mixed/Blank Dominant"
"Pasteurella stomatis","Tildipirosin",0,0,4,"Mixed/Blank Dominant"
"Pasteurella stomatis","Tilmicosin",0,0,4,"Mixed/Blank Dominant"
"Pasteurella stomatis","Tobramycin",0,0,4,"Mixed/Blank Dominant"
"Pasteurella stomatis","Trimethoprim",0,0,0,"Mixed/Blank Dominant"
"Pasteurella stomatis","Tulathromycin",0,0,4,"Mixed/Blank Dominant"
"Pasteurella stomatis","Tylosin",0,0,4,"Mixed/Blank Dominant"
"Pasteurella stomatis","Vancomycin",0,0,4,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Amikacin",0,0,0,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Amoxicillin",0,0,0,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Ampicillin",0,0,0,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Azithromycin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Bacitracin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","CTZD",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Cefalexin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Cefazolin",0,0,0,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Cefiofur",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Cefovecin",1,0,0,"R Dominant"
"Pediococcus acidilactici","Cefoxitin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Cefpodoxime",1,0,0,"R Dominant"
"Pediococcus acidilactici","Ceftazidime",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Ceftiofur",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Cephalexin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Cephalothin",0,0,0,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Chloramphenicol",0,0,0,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Chlortetracycline",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Ciprofloxacin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Clarithromycin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Clindamycin",0,0,0,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Danofloxacin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Doxycycline",0,1,0,"NI Dominant"
"Pediococcus acidilactici","Enrofloxacin",0,1,0,"NI Dominant"
"Pediococcus acidilactici","Erythromycin",0,1,0,"NI Dominant"
"Pediococcus acidilactici","Florfenicol",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Gamithromycin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Gentamicin",0,0,0,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Imipenem",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Marbofloxacin",0,1,0,"NI Dominant"
"Pediococcus acidilactici","Minocycline",0,1,0,"NI Dominant"
"Pediococcus acidilactici","Moxifloxacin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Neomycin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Nitrofurantoin",1,0,0,"R Dominant"
"Pediococcus acidilactici","Novobiocin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","OXYT",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Ofloxacin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Orbifloxacin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Oxacillin",0,0,0,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Oxytetracycline",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Penicillin",1,0,0,"R Dominant"
"Pediococcus acidilactici","Pirlimycin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Pradofloxacin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Rifampin",0,1,0,"NI Dominant"
"Pediococcus acidilactici","Spectinomycin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Streptomycin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Sulphadimethoxime",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Sulphadimethoxine",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Sulphathiazole",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Tetracycline",0,1,0,"NI Dominant"
"Pediococcus acidilactici","Tiamulin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Ticarcillin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Tildipirosin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Tilmicosin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Tobramycin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Trimethoprim",0,1,0,"NI Dominant"
"Pediococcus acidilactici","Tulathromycin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Tylosin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus acidilactici","Vancomycin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Amikacin",0,0,0,"Mixed/Blank Dominant"
"Pediococcus sp.","Amoxicillin",0,0,0,"Mixed/Blank Dominant"
"Pediococcus sp.","Ampicillin",0,0,0,"Mixed/Blank Dominant"
"Pediococcus sp.","Azithromycin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Bacitracin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","CTZD",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Cefalexin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Cefazolin",0,0,0,"Mixed/Blank Dominant"
"Pediococcus sp.","Cefiofur",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Cefovecin",1,0,0,"R Dominant"
"Pediococcus sp.","Cefoxitin",1,0,0,"R Dominant"
"Pediococcus sp.","Cefpodoxime",1,0,0,"R Dominant"
"Pediococcus sp.","Ceftazidime",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Ceftiofur",1,0,0,"R Dominant"
"Pediococcus sp.","Cephalexin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Cephalothin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Chloramphenicol",0,0,0,"Mixed/Blank Dominant"
"Pediococcus sp.","Chlortetracycline",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Ciprofloxacin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Clarithromycin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Clindamycin",0,0,0,"Mixed/Blank Dominant"
"Pediococcus sp.","Danofloxacin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Doxycycline",0,0,0,"Mixed/Blank Dominant"
"Pediococcus sp.","Enrofloxacin",1,0,0,"R Dominant"
"Pediococcus sp.","Erythromycin",0,0,0,"Mixed/Blank Dominant"
"Pediococcus sp.","Florfenicol",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Gamithromycin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Gentamicin",0,0,0,"Mixed/Blank Dominant"
"Pediococcus sp.","Imipenem",0,0,0,"Mixed/Blank Dominant"
"Pediococcus sp.","Marbofloxacin",0,1,0,"NI Dominant"
"Pediococcus sp.","Minocycline",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Moxifloxacin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Neomycin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Nitrofurantoin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Novobiocin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","OXYT",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Ofloxacin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Orbifloxacin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Oxacillin",0,0,0,"Mixed/Blank Dominant"
"Pediococcus sp.","Oxytetracycline",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Penicillin",1,0,0,"R Dominant"
"Pediococcus sp.","Pirlimycin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Pradofloxacin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Rifampin",0,1,0,"NI Dominant"
"Pediococcus sp.","Spectinomycin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Streptomycin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Sulphadimethoxime",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Sulphadimethoxine",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Sulphathiazole",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Tetracycline",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Tiamulin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Ticarcillin",0,0,0,"Mixed/Blank Dominant"
"Pediococcus sp.","Tildipirosin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Tilmicosin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Tobramycin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Trimethoprim",0,0,0,"Mixed/Blank Dominant"
"Pediococcus sp.","Tulathromycin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Tylosin",0,0,1,"Mixed/Blank Dominant"
"Pediococcus sp.","Vancomycin",0,0,1,"Mixed/Blank Dominant"
"Pluralibacter gergoviae","Amikacin",0,2,0,"NI Dominant"
"Pluralibacter gergoviae","Amoxicillin",1,0,0,"R Dominant"
"Pluralibacter gergoviae","Ampicillin",1,0,0,"R Dominant"
"Pluralibacter gergoviae","Azithromycin",0,0,3,"Mixed/Blank Dominant"
"Pluralibacter gergoviae","Bacitracin",0,0,3,"Mixed/Blank Dominant"
"Pluralibacter gergoviae","CTZD",0,0,3,"Mixed/Blank Dominant"
"Pluralibacter gergoviae","Cefalexin",1,0,1,"Mixed/Blank Dominant"
"Pluralibacter gergoviae","Cefazolin",1,0,0,"R Dominant"
"Pluralibacter gergoviae","Cefiofur",0,0,3,"Mixed/Blank Dominant"
"Pluralibacter gergoviae","Cefovecin",0,1,0,"NI Dominant"
"Pluralibacter gergoviae","Cefoxitin",0,0,3,"Mixed/Blank Dominant"
"Pluralibacter gergoviae","Cefpodoxime",0,0,0,"Mixed/Blank Dominant"
"Pluralibacter gergoviae","Ceftazidime",0,0,0,"Mixed/Blank Dominant"
"Pluralibacter gergoviae","Ceftiofur",0,0,3,"Mixed/Blank Dominant"
"Pluralibacter gergoviae","Cephalexin",0,0,2,"Mixed/Blank Dominant"
"Pluralibacter gergoviae","Cephalothin",0,0,3,"Mixed/Blank Dominant"
"Pluralibacter gergoviae","Chloramphenicol",0,2,0,"NI Dominant"
"Pluralibacter gergoviae","Chlortetracycline",0,0,3,"Mixed/Blank Dominant"
"Pluralibacter gergoviae","Ciprofloxacin",0,0,3,"Mixed/Blank Dominant"
"Pluralibacter gergoviae","Clarithromycin",0,0,3,"Mixed/Blank Dominant"
"Pluralibacter gergoviae","Clindamycin",0,0,3,"Mixed/Blank Dominant"
"Pluralibacter gergoviae","Danofloxacin",0,0,3,"Mixed/Blank Dominant"
"Pluralibacter gergoviae","Doxycycline",0,0,0,"Mixed/Blank Dominant"
"Pluralibacter gergoviae","Enrofloxacin",0,2,0,"NI Dominant"
"Pluralibacter gergoviae","Erythromycin",0,0,3,"Mixed/Blank Dominant"
"Pluralibacter gergoviae","Florfenicol",0,0,3,"Mixed/Blank Dominant"
"Pluralibacter gergoviae","Gamithromycin",0,0,3,"Mixed/Blank Dominant"
"Pluralibacter gergoviae","Gentamicin",0,2,0,"NI Dominant"
"Pluralibacter gergoviae","Imipenem",0,0,3,"Mixed/Blank Dominant"
"Pluralibacter gergoviae","Marbofloxacin",0,2,0,"NI Dominant"
"Pluralibacter gergoviae","Minocycline",0,0,3,"Mixed/Blank Dominant"
"Pluralibacter gergoviae","Moxifloxacin",0,0,3,"Mixed/Blank Dominant"
"Pluralibacter gergoviae","Neomycin",0,0,3,"Mixed/Blank Dominant"
"Pluralibacter gergoviae","Nitrofurantoin",0,0,3,"Mixed/Blank Dominant"
"Pluralibacter gergoviae","Novobiocin",0,0,3,"Mixed/Blank Dominant"
"Pluralibacter gergoviae","OXYT",0,0,3,"Mixed/Blank Dominant"
